"Date","ANTIOQUIA_CHOCO","CENTRO","EJE_CAFETERO","NORTE","OCCIDENTE","Total"
2021-11-22,609,260,77,151,136,1233
2021-11-23,620,302,97,110,150,1279
2021-11-24,633,254,67,116,113,1183
2021-11-25,662,339,90,120,139,1350
2021-11-26,1029,483,85,135,186,1918
2021-11-27,1108,534,93,181,235,2151
2021-11-28,486,190,56,115,122,969
2021-11-29,614,355,94,156,172,1391
2021-11-30,707,302,86,147,142,1384
2021-12-01,641,316,98,114,111,1280
2021-12-02,780,343,84,117,167,1491
2021-12-03,1069,467,124,161,216,2037
2021-12-04,1106,523,137,173,206,2145
2021-12-05,499,250,83,96,98,1026
2021-12-06,727,314,98,160,177,1476
2021-12-07,991,482,89,180,162,1904
2021-12-08,479,248,72,117,87,1003
2021-12-09,836,396,107,161,145,1645
2021-12-10,1124,512,112,161,222,2131
2021-12-11,1064,503,120,173,212,2072
2021-12-12,466,213,79,103,122,983
2021-12-13,777,385,92,142,153,1549
2021-12-14,687,325,69,117,185,1383
2021-12-15,738,327,77,133,163,1438
2021-12-16,751,374,86,171,164,1546
2021-12-17,1136,556,112,187,251,2242
2021-12-18,1138,464,144,184,261,2191
2021-12-19,591,273,79,103,114,1160
2021-12-20,892,378,91,135,171,1667
2021-12-21,724,396,89,150,202,1561
2021-12-22,885,345,88,142,198,1658
2021-12-23,898,443,119,173,195,1828
2021-12-24,815,319,73,180,128,1515
2021-12-25,475,216,61,95,155,1002
2021-12-26,506,216,101,130,177,1130
2021-12-27,797,355,93,173,262,1680
2021-12-28,654,301,83,166,210,1414
2021-12-29,637,312,106,119,216,1390
2021-12-30,725,321,105,164,184,1499
2021-12-31,525,209,113,155,129,1131
2022-01-01,348,118,75,93,56,690
2022-01-02,407,152,101,101,83,844
2022-01-03,606,289,127,171,131,1324
2022-01-04,492,205,103,148,119,1067
2022-01-05,428,254,86,125,115,1008
2022-01-06,470,260,121,122,114,1087
2022-01-07,589,318,109,132,118,1266
2022-01-08,628,271,110,151,140,1300
2022-01-09,428,175,78,150,88,919
2022-01-10,346,172,88,95,81,782
2022-01-11,664,314,99,152,151,1380
2022-01-12,561,283,107,101,136,1188
2022-01-13,527,255,74,93,147,1096
2022-01-14,712,323,94,122,178,1429
2022-01-15,772,408,87,108,160,1535
2022-01-16,448,179,60,88,102,877
2022-01-17,580,270,82,104,165,1201
2022-01-18,537,240,82,96,135,1090
2022-01-19,535,243,78,122,111,1089
2022-01-20,559,224,65,112,129,1089
2022-01-21,677,332,68,156,172,1405
2022-01-22,861,404,82,146,173,1666
2022-01-23,417,176,48,83,84,808
2022-01-24,621,327,74,97,153,1272
2022-01-25,543,265,88,114,164,1174
2022-01-26,482,224,75,112,110,1003
2022-01-27,541,267,72,105,138,1123
2022-01-28,729,322,88,148,126,1413
2022-01-29,879,419,89,135,214,1736
2022-01-30,448,206,58,72,87,871
2022-01-31,663,285,87,137,132,1304
2022-02-01,573,261,79,122,150,1185
2022-02-02,519,244,93,93,134,1083
2022-02-03,583,285,66,95,138,1167
2022-02-04,754,334,89,122,162,1461
2022-02-05,1000,394,114,134,159,1801
2022-02-06,434,215,63,67,73,852
2022-02-07,563,314,83,115,140,1215
2022-02-08,537,298,77,115,144,1171
2022-02-09,532,248,72,133,115,1100
2022-02-10,524,267,82,101,144,1118
2022-02-11,720,379,90,141,158,1488
2022-02-12,981,481,104,146,181,1893
2022-02-13,462,170,47,85,79,843
2022-02-14,589,314,66,112,129,1210
2022-02-15,565,264,54,109,100,1092
2022-02-16,536,279,83,97,128,1123
2022-02-17,571,248,63,105,130,1117
2022-02-18,823,354,107,150,160,1594
2022-02-19,897,479,76,136,215,1803
2022-02-20,439,221,61,90,107,918
2022-02-21,644,300,76,143,169,1332
2022-02-22,537,273,89,126,119,1144
2022-02-23,503,237,63,105,121,1029
2022-02-24,557,232,81,92,144,1106
2022-02-25,819,415,99,114,159,1606
2022-02-26,987,461,95,151,191,1885
2022-02-27,435,170,67,84,88,844
2022-02-28,696,349,97,87,147,1376
